GID,Country,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
193,Croatia,116633895.034297,116656743.481023,116631536.348906,116791207.944981,116812501.539535,116860590.912487,116806704.127768,117051662.140455,117388696.29406,117314663.304688,117137931.565287,117082864.967061,117279200.335872,117345800.795671,117256505.226232,117146863.158665,116897661.952948,116935613.484879,,
194,Malta,219945.972888555,218400.510230591,217418.769182884,216823.692578299,215547.999262106,214783.118529318,214705.881452745,214558.999076965,214497.257022651,208414.906134031,208283.531350983,209974.472982215,209858.60596202,209943.850647823,209889.746843451,209889.746843451,207400.249134162,207346.129283884,,
195,San Marino,71040.5280175533,71019.8886452458,71006.1233538066,70992.3653589364,70971.724400839,70964.8417551114,70944.2039693559,70902.9065104753,70861.6226899802,70854.7394099995,70813.4543207833,70503.7298723444,70200.9093216229,69884.2613196668,69884.2613196668,69884.2613196668,69884.2613196668,69884.2613196668,,
196,Slovenia,57998503.9345688,57841279.8767253,57731480.1143388,57629460.4552456,57573905.6935004,57577423.705567,57565127.9226094,57579280.3644686,57478230.8823661,57212567.3332513,57167824.7141761,56978909.3081295,56927427.4398274,56466514.0594446,56469435.6871669,56370949.2064955,56336055.3709928,56292885.5171248,,
197,Greece,372776083.236427,372601637.303638,373321100.105793,373167882.431434,372893871.46103,373219348.737356,371802996.985618,372869982.986091,372950844.724744,372128736.787905,371868772.193877,371687695.082633,371729475.725755,371254097.408977,371197138.104487,372832502.16313,373469578.247082,373797378.02884,,
198,Italy,791361919.011441,789032291.146195,788234153.984554,787713024.018976,786247898.918065,787659949.946467,786137741.378669,788581812.17155,787507302.520712,786281224.535042,784837570.257891,785246508.813236,785159054.223392,783864609.268282,783679513.254955,784943576.697088,784169097.322913,786053588.219021,,
199,Portugal,317547867.598768,315199778.624525,308820142.045298,308347752.986552,303412142.715054,307145052.007238,307328137.711266,307197462.652092,306624670.804539,304480312.777746,304821194.442051,303801700.959942,303357603.971283,302438436.988888,301854931.977273,301831825.599726,295781678.300507,304223026.445506,,
200,Serbia,77109780.2219868,77186610.8770589,77364712.8823689,77435516.9735708,77445461.0613085,77542196.1347464,77576816.8074471,77827850.6759138,77904755.0715335,77846206.4569548,77877680.0996744,77778658.7713964,77821488.3314766,77802659.8353937,77772701.2447608,77731103.1572102,77612245.3775097,77422955.8176448,,
201,Gibraltar (U.K.),269.751084474705,269.751084474705,269.751084474705,269.751084474705,269.751084474705,269.751084474705,231.211769952377,231.211769952377,231.211769952377,231.211769952377,231.211769952377,231.211769952377,231.211769952377,231.211769952377,231.211769952377,231.211769952377,231.211769952377,231.211769952377,,
202,Spain,1357107199.98007,1354044191.06295,1351237918.50982,1346425993.11486,1344934628.74234,1345149869.38376,1347246184.45192,1348001212.97041,1347774185.01715,1347021605.4319,1345433351.79884,1343224867.9228,1343419271.13125,1341687978.36054,1340537166.24887,1344021407.77995,1343684964.37258,1347474938.83749,,
203,Bosnia and Herzegovina,147469497.049691,147465447.345421,147109641.845161,147127389.973207,147143164.228929,147389960.944197,147401705.930498,147711661.878098,147983272.874711,147959437.20828,147847846.598333,147602841.215697,147918271.489254,148205291.35957,148177940.234726,147995541.242444,147519096.249214,147548775.024754,,
204,Azores Islands (Por.),581170.915796521,582732.047230475,583717.566025286,583725.02711123,583725.02711123,583611.832026207,583604.376340769,583604.769665783,583219.841611708,584239.123165091,584382.831384389,584770.686037635,584378.100988808,583893.669688437,583377.788081986,582772.474886709,582290.686067882,582102.04148314,,
205,Andorra,1702330.94622748,1704048.17316334,1704026.98724512,1708320.64798162,1702303.90263189,1708320.96778072,1706482.74864773,1710744.94885386,1709104.10541774,1709974.12839591,1702023.83178575,1699874.09226654,1694718.1163428,1693842.73822476,1691913.90794587,1686093.34339429,1681046.56248677,1679188.74054327,,
206,Albania,74487389.4872126,74474731.9488941,74639523.2279166,74956255.6127509,74947104.0142931,75140059.5058963,74508424.0746877,75358310.0570056,75438412.0185865,75174204.9899632,75015787.8052299,74805470.508792,75060778.4257937,74983817.9151979,74936885.8419192,75602646.9137734,75598157.4697816,76591868.044358,,
207,Monaco,8305.98747105577,7857.15934381534,7152.78549883046,7118.26621345852,7118.26621345852,7118.26621345852,7118.26621345852,7118.26621345852,7118.26621345852,7083.74376794311,7083.74376794311,7083.74376794311,7083.74376794311,7083.74376794311,7083.74376794311,7083.74376794311,7083.74376794311,7083.74376794311,,
208,Netherlands,50353737.1253936,49819270.8150771,49519573.4391322,49268939.0680132,49189651.1256377,49154888.8284302,49079484.9497152,49049039.978094,49004102.2509823,48842367.9328798,48821545.1701097,48765022.7581386,48811413.0942877,48747578.1539725,48746443.3344523,48749397.0456206,48728863.7741889,48716936.8568476,,
209,Luxembourg,7544524.43415592,7505218.48661066,7485565.27271861,7447125.95402902,7429578.17025105,7419701.14677982,7336452.97809928,7303008.12004409,7290621.6772788,7257450.03794307,7232302.59563356,7217465.82339661,7220329.14457234,7217827.88089295,7217827.88089295,7282768.63086744,7281556.36215659,7279424.12142998,,
210,Liechtenstein,583186.047513919,578876.659113247,575459.312201598,557207.043642306,547653.404571749,553604.370583012,548457.194586726,554796.120680237,547654.551930397,549287.160903497,543960.208930073,551101.777679913,548826.85824273,531038.505331306,531038.505331306,529163.454909126,529922.208257077,528663.558363466,,
211,France,2919254560.10116,2919131255.34614,2915646243.90999,2909673790.35894,2907883003.6533,2907779456.7565,2908127333.06185,2911414550.70764,2909795984.58487,2902031076.51156,2898926040.92919,2899124413.43514,2900039697.24641,2897111516.90915,2897043474.2666,2898099745.41236,2898861929.05487,2899639331.55542,,
212,Germany,848769439.056016,846121373.948521,844118802.713085,841864413.630207,840568007.539998,839821885.858529,837316065.581827,835695417.975609,834666519.041061,833420808.609654,832738792.359521,832290492.28021,832718370.338076,834098135.158699,834096960.98233,836058362.261312,835944893.798585,834935979.466719,,
213,Switzerland,103261634.881021,102465662.001102,101954300.169829,100939173.97735,100366053.188321,100828251.593076,100385437.346442,100947308.944378,100064581.52217,99896268.6994093,99069889.1861013,99717178.188,99614227.4983848,98432827.6086324,98459015.2101055,98421861.8741875,98402910.5786156,98212483.0672431,,
214,Belgium,64872351.7912863,64249826.1120068,63724895.9737913,63321027.9186499,63273607.383096,63112220.9317096,62875343.6847065,62824694.2957461,62794568.3943027,62660147.6572279,62553496.8548295,62463874.78837,62464540.4618732,62581796.1833293,62584651.6493965,62798980.5402675,62765888.8862693,62764493.8875962,,
215,Austria,263998688.530481,261838213.169067,260988721.938089,258876700.429527,256418648.011878,258604100.258855,256742462.976994,259094898.604386,256526906.948957,256608466.907818,254149819.500835,256022929.259253,255727248.998929,254420238.470309,254384147.408584,254067965.875178,253857907.07159,253259175.561699,,
216,Norfolk Island (Aus.),11778.9168550676,11778.9168550676,12153.7835386408,12153.7835386408,12153.7835386408,12153.7835386408,12153.7835386408,12153.7835386408,12153.7835386408,12153.7835386408,12153.7835386408,12153.7835386408,12153.7835386408,12153.7835386408,12153.7835386408,12153.7835386408,12153.7835386408,12153.7835386408,,
217,New Zealand,1337855970.2659,1339028887.58992,1340926938.31679,1343709824.66553,1345891644.20515,1346735574.19722,1347980045.95593,1348419323.51906,1344704458.84043,1338776239.77519,1335365362.51245,1333420703.30998,1329402098.93382,1328452815.85981,1328434931.24216,1325611431.25613,1324972582.49638,1325716968.44345,,
218,Cocos (Keeling) Islands (Aus.),1950.85702494173,1950.85702494173,1950.85702494173,1950.85702494173,1950.85702494173,1950.85702494173,1950.85702494173,1950.85702494173,1950.85702494173,1950.85702494173,1950.85702494173,1950.85702494173,1950.85702494173,1950.85702494173,1950.85702494173,1950.85702494173,1950.85702494173,1950.85702494173,,
219,Christmas Island (Aus.),3363.56652665331,3363.56652665331,3363.56652665331,3363.56652665331,3363.56652665331,3363.56652665331,3363.56652665331,3363.56652665331,3363.56652665331,3363.56652665331,3363.56652665331,3363.56652665331,3363.56652665331,3363.56652665331,3363.56652665331,3363.56652665331,3363.56652665331,3363.56652665331,,
220,Australia,19058257262.3975,18970747398.556,18985025708.1972,19036642745.051,19071086842.0076,19007866684.397,19087569909.5592,19092228084.4591,19003842830.1172,19088415391.8872,18977763885.7456,18926641387.6772,19006733672.8605,18975627232.6966,19004674169.3663,19016004464.7068,19044021564.5233,19024779079.9814,,
221,Ashmore and Cartier Islands (Aus.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
222,Papua New Guinea,7765795922.9417,8201538870.07219,8266299282.3478,8207401288.2818,8108344863.50799,8166052554.38735,8228980502.32965,8225441647.49414,8179098080.0786,8266374153.40562,8159743742.10101,8152941464.95092,8132418342.84612,8213552118.60004,8235378182.79626,8184270827.60933,8150174393.03996,8225767131.11915,,
223,Vanuatu,202456741.166608,208620226.131068,211869989.0644,230314255.457375,231426554.199275,231164157.855482,232415671.976854,232406497.706317,233480000.798704,233001762.913209,233775394.993844,232952879.00265,233992839.215285,234337106.611361,234206940.7869,234488088.280029,234109477.017316,234011815.247965,,
224,Solomon Islands,528796257.463958,542660238.601934,553626731.556604,547827895.938853,552131493.222153,552016586.295129,551968550.113616,553706101.792919,552654275.720217,550896468.711541,552292363.723337,551028104.469559,551776699.700099,550077044.566933,549767196.243735,550390748.429895,548366059.737755,547182954.075579,,
225,New Caledonia (Fr.),302701337.921653,302606819.708708,303761149.213141,304241114.602595,305337166.130391,306462494.116177,307129054.497473,308555172.265792,310713355.201206,309040743.943998,308508223.495273,308635019.287292,308678541.662047,307499328.543197,307502687.680088,307225029.686031,306874542.417868,306733526.584178,,
226,Fiji,316654554.504294,317483729.850923,318660287.750362,318711575.864683,318605441.13748,319240171.233176,318621208.444881,319551597.903191,318994836.949961,317197330.745608,318041859.947467,317139144.716145,318178097.11627,314934774.40202,314618488.657942,313407306.017511,312729822.855765,312710620.953669,,
227,Guam (U.S.),374217.912367327,374217.912367327,374217.912367327,374217.912367327,374217.912367327,374217.912367327,374217.912367327,374217.912367327,374217.912367327,364445.680444997,363271.438425498,362550.424938834,363863.64360735,363447.690109276,363669.608679592,363817.369483402,363373.756778188,363577.206920682,,
228,Northern Mariana Islands (U.S.),179870.400154756,179870.400154756,179870.400154756,179870.400154756,179870.400154756,179870.400154756,179870.400154756,179870.400154756,179870.400154756,154237.950412781,151078.044044622,153781.497084768,154247.265840899,154125.162434119,153786.666236457,154052.064595733,153794.799389467,153951.893235132,,
229,Marshall Islands,10038.9903047396,10038.9903047396,10038.9903047396,10038.9903047396,10038.9903047396,10038.9903047396,10038.9903047396,10038.9903047396,10038.9903047396,2804.24103592239,3563.97779229727,2973.85766482322,2916.91993488322,3001.8541192492,3001.8541192492,2869.69333090273,3001.8541192492,3001.8541192492,,
230,Nauru,8405.15216523657,8405.15216523657,8405.15216523657,8405.15216523657,8405.15216523657,8405.15216523657,8405.15216523657,8405.15216523657,8405.15216523657,6933.06547282033,6885.5785977247,6648.14529713693,6838.09230205877,6838.09230205877,6743.11906720692,6933.06547282033,6838.09230205877,6838.09230205877,,
231,Palau,4569.01145101157,4569.01145101157,4569.01145101157,4569.01145101157,4569.01145101157,4569.01145101157,4569.01145101157,4569.01145101157,4569.01145101157,3626.85280922726,3815.26754997762,3815.28434634391,3768.15944697874,4380.37180060947,4380.37180060947,4380.37180060947,4380.37180060947,4380.37180060947,,
232,Federated States of Micronesia,1490.60208459418,1490.60208459418,1490.60208459418,1490.60208459418,1490.60208459418,1490.60208459418,1490.60208459418,1490.60208459418,1490.60208459418,1208.2916746714,1255.57869444503,1255.57869444503,1255.57869444503,1255.57869444503,1255.57869444503,1255.57869444503,1255.57869444503,1255.57869444503,,
233,Kiribati,244730.190685595,244730.190685595,244730.190685595,244730.190685595,244730.190685595,244730.190685595,244730.190685595,244730.190685595,244730.190685595,34614.5197406868,34891.6569095932,39329.4535331486,42292.3084890978,39290.3018567954,40953.6121064412,42227.4187518336,42946.4558992955,42709.3658570195,,
234,Samoa,35356108.3610341,35781834.4050448,35844125.9764554,35860738.7587545,35831674.1411846,35871125.0976541,35862818.5131427,35871113.8025843,35866968.2376967,35698654.3621267,35747988.5680037,35699912.21688,35681294.6699552,35697903.0647855,35631212.4030577,35704747.1510504,35699879.5893851,35733289.6540414,,
235,Tonga,6966504.32925628,7097488.55374427,7125778.98862411,7172796.33042423,7113850.48607168,7164577.23966839,7142028.05814712,7190616.71158255,7192861.76369452,7156171.86273307,7165630.29787072,7175408.88405035,7190718.17383013,7194727.08469103,7200752.34606103,7196697.40542035,7196742.18334638,7194709.30814283,,
236,Cook Islands (N.Z.),3172.55106519568,3172.55106519568,3172.55106519568,3172.55106519568,3172.55106519568,3172.55106519568,3172.55106519568,3172.55106519568,3172.55106519568,1563.87412900988,1608.86822820597,1475.17000190738,1519.82179199159,1474.82769279551,1519.82179199159,1519.82179199159,1519.82179199159,1519.82179199159,,
237,Pitcairn Islands (U.K.),21200.1118657681,21200.1118657681,21200.1118657681,21200.1118657681,21200.1118657681,21200.1118657681,21200.1118657681,21200.1118657681,21200.1118657681,21200.1118657681,21200.1118657681,21200.1118657681,21200.1118657681,21200.1118657681,21200.1118657681,21200.1118657681,21200.1118657681,21200.1118657681,,
238,Wallis and Futuna (Fr.),757091.107161246,790258.725291925,827564.696056933,815120.437877168,823419.003503907,825483.104508293,821346.921684532,815122.21033694,817203.728707867,821346.724865666,827563.25042345,813056.115402097,829637.179603139,815131.370000661,825492.287425582,825491.387163634,821348.220599872,829637.204579536,,
239,Tuvalu,2451.69819381567,2451.69819381567,2451.69819381567,2451.69819381567,2451.69819381567,2451.69819381567,2451.69819381567,2451.69819381567,2451.69819381567,2451.69819381567,2451.69819381567,2026.34281637291,2026.34281637291,2026.34281637291,2026.34281637291,2026.34281637291,2026.34281637291,2026.34281637291,,
240,Wake Island (U.S.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
241,American Samoa (U.S.),1439330.10523632,1522245.47292839,1565776.73816552,1598945.96267873,1547120.22550118,1582361.01185432,1567852.48895109,1584432.48158298,1561632.61631318,1519332.15895976,1566958.47755345,1524467.74059155,1533749.92923201,1535868.1799773,1487156.03853852,1538838.05609608,1521356.63493861,1537939.46475241,,
242,Niue (N.Z.),4092605.58455134,4191704.87224663,4205860.57366413,4199793.98537644,4197770.69786677,4203838.70912875,4191706.06332877,4191703.31403116,4199793.98537644,4189548.47910445,4179431.24217481,4201681.39095901,4199659.06220395,4197636.60098317,4201681.4572012,4199658.99598042,4199659.06220395,4203703.78595626,,
243,French Polynesia (Fr.),210019.899953452,210019.899953452,210019.899953452,210019.899953452,210019.899953452,210019.899953452,210019.899953452,210019.899953452,210019.899953452,151542.175546088,135629.866293182,155282.28026202,150497.904016857,150588.033537599,150769.229973383,148731.167467707,150633.895200556,150769.251769724,,
244,Tokelau (N.Z.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
245,Canada,16597841926.9196,16400234726.7368,16306620279.5981,16391636218.4368,16317131280.0909,16590531629.0022,16532675874.1467,16574390914.8739,16200515493.3684,16215642295.5322,16047246726.1524,16371241599.4772,16382940291.0963,16373204949.5456,16363157402.5955,16353490961.6234,16328709331.9971,16304233545.2004,,
246,Saint Vincent and the Grenadines,4161884.9915468,4585677.70643299,4975152.58581585,5020971.87367205,5016226.73366343,5002030.36715268,4950862.31402749,5028599.41502056,4979813.21190022,4960544.54424409,4936676.97704838,4987016.93592237,4830289.7583977,4732506.70869472,4811494.55433794,4761638.68359225,4785987.6451085,4840935.87691499,,
247,Cura̤ao (Neth.),2599955.00278116,2685061.59617323,2681067.00261284,2679599.0462767,2685457.44982698,2683171.47096078,2674010.08112325,2664069.11075495,2658715.93161171,2632789.09086674,2622625.82344682,2599477.22617886,2595981.96692329,2584637.1959514,2581803.35370433,2581581.29664528,2568378.30154799,2526100.69272802,,
248,Bonaire (Neth.),1571470.92008029,1582002.19513398,1582002.19513398,1582002.19513398,1582002.19513398,1587268.16113831,1588438.92464471,1588438.92464471,1587268.16113831,1576229.60441695,1576211.05080845,1573415.05251497,1571956.94395758,1570061.79666399,1570006.05893488,1567628.32151009,1566160.49529828,1568519.65688784,,
249,Sint Eustatius (Neth.),159190.697458028,171961.671176848,171961.671176848,169639.609926909,169639.609926909,167318.586957879,170800.848156033,171961.671176848,170800.917443258,168478.475612542,168405.915520887,168405.915520887,166083.992587883,167099.867385557,164777.806135618,168260.932573659,167099.867385557,165938.87132372,,
250,Saba (Neth.),18.125777882065,18.125777882065,18.125777882065,18.125777882065,18.125777882065,18.125777882065,18.125777882065,18.125777882065,18.125777882065,18.125777882065,18.125777882065,18.125777882065,18.125777882065,18.125777882065,18.125777882065,18.125777882065,18.125777882065,18.125777882065,,
251,Sint Maarten (Neth.),244511.583660027,244511.583660027,246717.732527726,247820.823432501,247820.823432501,246681.547487971,246111.88317375,242124.101355163,239845.321234891,236381.958260337,236381.958260337,231218.712109254,220204.82598109,211017.775421942,209878.376585121,207138.597637195,207138.597637195,207138.597637195,,
252,Saint-Barth̩lemy (Fr.),176082.425007994,177240.779770309,177240.779770309,177240.779770309,177240.779770309,176082.566647379,177240.779770309,177240.779770309,177240.779770309,176064.488807392,173748.0979955,163323.568906637,171431.459242368,162744.320711152,162165.152177773,162165.152177773,162165.152177773,158183.563258241,,
253,Saint-Martin (Fr.),270610.386007327,279578.801208216,279578.801208216,279578.801208216,279578.801208216,279578.801208216,277300.477784767,276161.289699477,275022.136776309,274985.972633275,272671.766658661,254339.09713265,264553.077726681,258713.060981571,258676.897396708,258676.897396708,258676.897396708,258676.897396708,,
254,Kosovo,13699958.7234975,13688692.0475925,13722826.9581549,13755231.6622019,13751318.4515844,13775966.3226796,13735218.6055585,13832672.9222,13857236.1447911,13836406.5291954,13814428.8737974,13775581.7988081,13828159.6744023,13828788.1566762,13817799.1058981,13890935.3057417,13891465.7413536,13932006.6439392,,
255,Sovereign Base Areas of Akrotiri and Dhekelia (U.K.),283179.910104193,283109.307035685,282411.374792531,282327.236245539,282061.367073868,281253.123441017,281245.278999951,280915.515504524,280585.708839356,276339.667579342,275398.891688618,275203.234553136,274637.962650004,274230.210543471,273469.505019347,273469.505019347,273320.566702937,273344.134335032,,
256,Western Sahara,26906672.701181,26906612.8884812,26906561.0653901,26906518.2003375,26906414.5733239,26906371.7110624,26906328.8538524,26906302.7074188,26906164.2224088,26879551.3658141,26879030.2350842,26878768.210167,26878286.1796767,26878150.1124454,26878484.472539,26877907.3013169,26878047.3393674,26878319.5665237,,
257,Abyei,49024587.395161,48955907.3946585,48629725.929242,49032185.3572012,48510947.8607416,48919805.2949691,48921821.7802014,48889366.0310813,49017762.0326897,49198367.4451208,48764813.1707008,48846674.3361804,49135234.7405297,49163434.5109484,48867415.8519509,49172354.8593134,48750818.08796,49215177.8541026,,
258,Falkland Islands/Islas Malvinas,11849874.0689085,11871916.1800982,11890522.1787609,11947402.8676166,11943163.7198826,11912330.5366102,11940424.493808,11936369.8294803,11950941.4684083,11923843.3175049,11919789.0160244,11926297.1754951,11932274.703576,11936147.833001,11936147.833001,11946231.3177005,11956397.7101299,11953176.7438104,,
259,Disputed Area,2291391.12679685,2288422.16304619,2283955.36565506,2284809.58216896,2284809.58216896,2285081.88811229,2285098.96652497,2284841.86378559,2284817.88292167,2284080.99937899,2284521.00328182,2284496.76223746,2283436.35617645,2284190.79904415,2284166.28080047,2284367.51832772,2284759.14295989,2283876.24065825,,
260,Disputed Area,8745392.20911365,8747605.66200346,8747376.33814635,8751544.2957353,8753428.21179702,8755541.22737813,8750181.16258525,8758648.12539338,8758864.89987968,8730126.72258457,8732920.88474788,8741499.16969648,8749850.82893722,8750507.72174304,8751699.73606991,8704958.14117108,8688471.79791457,8578710.77391417,,
261,Disputed Area,567200145.197367,569053374.750813,568352165.048206,570055164.768823,571110397.135836,571786855.588267,570018440.686319,572635119.128342,568979841.187158,568961862.784327,568511512.775365,568342975.464085,570228274.08171,567766624.231549,568547893.164339,571575860.412301,570510679.047378,568091642.265935,,
262,No Man's Land Area,168988.683619732,168915.736191344,168915.736191344,168907.634872475,168842.838902312,168834.746435657,168745.690779005,168729.487185759,168680.935500932,168680.935500932,168040.773326882,167400.56585494,167254.823914809,167214.324489058,167165.756996028,167165.756996028,165496.325454678,165480.141000591,,
263,UN Buffer Zone in Cyprus,410169.917359803,410052.912271723,409677.854672626,409123.454099322,408959.496832124,408764.332083009,397116.216516722,398193.262877925,398130.875772724,397420.625448223,397381.599370257,397381.599370257,397538.084005075,397109.114224342,397109.114224342,397374.544880356,397670.912874151,397670.912874151,,
264,Kuril islands,14603709.8733479,14527654.0716214,14516385.1949676,14482405.8447547,14157394.2260572,14062312.0647404,14150917.0352412,14292984.3519376,14254399.6946301,14166376.9711472,14160135.1798428,14230662.6702254,14154734.2075776,14157746.3011669,14157432.1055284,12962201.2287185,12933184.6006224,12860822.493207,,
